date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:13	106946/106946	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1a1c2%22	https://uomo-html.flexkitux.com/Demo1/coming_soon.html	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/Demo1/coming_soon.html	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:13	121774/121774	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1dbae%22	https://uomo-html.flexkitux.com/Demo1/about.html	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/Demo1/about.html	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:14	117925/117925	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1cca5%22	https://uomo-html.flexkitux.com/Demo1/contact.html	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/Demo1/contact.html	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:16	130117/130117	---MCZ	200	added ('OK')	text/html	etag:W/%2265e62cb0-1fc45%22	https://uomo-html.flexkitux.com/Demo1/account_wishlist.html	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/Demo1/account_wishlist.html	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:18	272692/272692	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-42934%22	https://uomo-html.flexkitux.com/images/mega-menu-item.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/mega-menu-item.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:18	71609/71609	---M--	200	added ('OK')	image/png	etag:%226518e001-117b9%22	https://uomo-html.flexkitux.com/images/slideshow-pattern.png	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/slideshow-pattern.png	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:21	298685/298685	---M--	200	added ('OK')	image/png	etag:%226518e001-48ebd%22	https://uomo-html.flexkitux.com/images/slideshow-character1.png	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/slideshow-character1.png	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:21	307645/307645	---M--	200	added ('OK')	image/png	etag:%226518e001-4b1bd%22	https://uomo-html.flexkitux.com/images/slideshow-character2.png	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/slideshow-character2.png	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:22	152123/152123	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-2523b%22	https://uomo-html.flexkitux.com/images/collection_grid_2.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/collection_grid_2.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:22	77161/77161	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-12d69%22	https://uomo-html.flexkitux.com/images/products/product_1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:23	160831/160831	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-2743f%22	https://uomo-html.flexkitux.com/images/collection_grid_3.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/collection_grid_3.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:23	88046/88046	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-157ee%22	https://uomo-html.flexkitux.com/images/products/product_2.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_2.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:24	434701/434701	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-6a20d%22	https://uomo-html.flexkitux.com/images/collection_grid_1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/collection_grid_1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:24	70689/70689	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-11421%22	https://uomo-html.flexkitux.com/images/products/product_2-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_2-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:24	75576/75576	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-12738%22	https://uomo-html.flexkitux.com/images/products/product_3.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_3.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:24	94553/94553	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-17159%22	https://uomo-html.flexkitux.com/images/products/product_1-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_1-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:25	59345/59345	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-e7d1%22	https://uomo-html.flexkitux.com/images/products/product_3-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_3-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:25	104638/104638	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-198be%22	https://uomo-html.flexkitux.com/images/products/product_4-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_4-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:26	105329/105329	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-19b71%22	https://uomo-html.flexkitux.com/images/products/product_5.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_5.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:26	127472/127472	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-1f1f0%22	https://uomo-html.flexkitux.com/images/products/product_4.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_4.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:26	76781/76781	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-12bed%22	https://uomo-html.flexkitux.com/images/products/product_6.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_6.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:26	61712/61712	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-f110%22	https://uomo-html.flexkitux.com/images/products/product_6-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_6-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:27	85991/85991	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-14fe7%22	https://uomo-html.flexkitux.com/images/products/product_5-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_5-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:27	28711/28711	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-7027%22	https://uomo-html.flexkitux.com/images/products/product_7.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_7.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:28	25597/25597	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-63fd%22	https://uomo-html.flexkitux.com/images/products/product_7-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_7-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:28	116002/116002	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-1c522%22	https://uomo-html.flexkitux.com/images/products/product_8.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_8.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:29	105554/105554	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-19c52%22	https://uomo-html.flexkitux.com/images/products/product_8-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/products/product_8-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:30	73804/73804	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-1204c%22	https://uomo-html.flexkitux.com/images/banner_2.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/banner_2.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:31	37953/37953	---M--	200	added ('OK')	image/jpeg	etag:%22652b76cf-9441%22	https://uomo-html.flexkitux.com/images/home/demo1/product-0-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/home/demo1/product-0-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:31	269194/269194	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-41b8a%22	https://uomo-html.flexkitux.com/images/banner_1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/banner_1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:31	24907/24907	---M--	200	added ('OK')	image/jpeg	etag:%22652b76cf-614b%22	https://uomo-html.flexkitux.com/images/home/demo1/product-1-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/home/demo1/product-1-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:31	39921/39921	---M--	200	added ('OK')	image/jpeg	etag:%22652b76cf-9bf1%22	https://uomo-html.flexkitux.com/images/home/demo1/product-2-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/home/demo1/product-2-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:31	26435/26435	---M--	200	added ('OK')	image/jpeg	etag:%22652b76cf-6743%22	https://uomo-html.flexkitux.com/images/home/demo1/product-3-1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/home/demo1/product-3-1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:32	520192/520192	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-7f000%22	https://uomo-html.flexkitux.com/images/deal_timer_bg.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/deal_timer_bg.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:32	205145/205145	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-32159%22	https://uomo-html.flexkitux.com/images/instagram/insta1.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/instagram/insta1.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:33	143010/143010	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-22ea2%22	https://uomo-html.flexkitux.com/images/instagram/insta2.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/instagram/insta2.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:33	185437/185437	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-2d45d%22	https://uomo-html.flexkitux.com/images/instagram/insta4.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/instagram/insta4.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
21:37:35	171499/171499	---M--	200	added ('OK')	image/jpeg	etag:%226518e001-29deb%22	https://uomo-html.flexkitux.com/images/instagram/insta3.jpg	H:/FPT/DATN/GiaoDien03/GiaoDen03/uomo-html.flexkitux.com/images/instagram/insta3.jpg	(from https://uomo-html.flexkitux.com/Demo1/index.html)
